Factor 1.0,Factor 1.25,Factor 0.75,Rand 1,Rand 1.25,Rand 0.75,LabelRand,Fac 1.0,Fac 1.25,Fac 0.75,Label
0.665833416,0.537267619,0.63643087,-0.010497517,-0.000841021,0.003683184,0.238156314,0.665833416,0.671584524,0.477323152,2.052897406
0.339623838,0.376399518,0.077798921,-0.022600267,0.014697053,-0.001359049,0.288279709,0.339623838,0.470499397,0.058349191,1.156752136
0.786309576,0.604174217,0.483182351,0.077325118,0.004326045,0.009310276,-0.231405163,0.786309576,0.755217771,0.362386763,1.672508947
0.618235678,0.437308305,0.137689461,0.029383261,0.003690333,0.002558395,-0.277632965,0.618235678,0.546635382,0.103267096,0.990505191
0.297238651,0.95669035,0.7545488,0.00773541,0.011180167,-0.001481443,-0.133647659,0.297238651,1.195862938,0.5659116,1.92536553
0.192626952,0.156080187,0.331994894,-0.032704631,0.009204297,0.002651982,0.386399818,0.192626952,0.195100233,0.248996171,1.023123174
0.545168799,0.856884409,0.383754297,0.085192326,-0.002853856,0.00085727,-0.105968638,0.545168799,1.071105511,0.287815723,1.798121394
0.818824129,0.566317507,0.224627519,-0.025160591,-0.015059632,-0.005341378,0.099594215,0.818824129,0.707896883,0.168470639,1.794785867
0.39240872,0.756581186,0.207835885,0.0158912,-0.015183685,0.003058269,0.21624257,0.39240872,0.945726483,0.155876913,1.710254686
0.384724313,0.495790381,0.941141212,-0.025649633,-0.017023555,0.002317055,0.499842544,0.384724313,0.619737976,0.705855909,2.210160742
0.166266697,0.718178259,0.912234667,0.041310308,0.003452382,0.00170894,0.380504356,0.166266697,0.897722823,0.684176001,2.128669877
0.867556339,0.552873501,0.204643838,0.062955111,0.01010585,0.004829415,0.140371942,0.867556339,0.691091877,0.153482879,1.852503036
0.843886806,0.278191131,0.325919301,-0.003535475,-0.014625405,-0.009110741,-0.123697458,0.843886806,0.347738914,0.244439476,1.312367739
0.506523627,0.614160569,0.930716783,-0.063270849,0.002335752,0.005324492,0.313038699,0.506523627,0.767700711,0.698037587,2.285300624
0.607258801,0.928079408,0.589154368,0.064356407,0.016955666,-0.00725322,-0.011846364,0.607258801,1.16009926,0.441865776,2.197377474
0.861048434,0.45657557,0.627776168,-0.044025784,0.006291477,0.001646599,0.366584261,0.861048434,0.570719463,0.470832126,2.269184283
0.285673469,0.306234735,0.429968,-0.098494367,-0.00619857,0.003358701,-0.399434929,0.285673469,0.382793419,0.322476,0.591507959
0.377933023,0.925081135,0.547648382,0.031784574,-0.014844212,-0.006438956,0.252473899,0.377933023,1.156351418,0.410736286,2.197494627
0.810798257,0.179379466,0.340397743,0.050710686,-0.00065356,0.00445505,-0.354677638,0.810798257,0.224224333,0.255298307,0.93564326
0.40093395,0.013534536,0.069579435,-0.048215525,-0.011291291,-0.000362995,-0.252674313,0.40093395,0.01691817,0.052184577,0.217362383
0.95403025,0.633295731,0.788596395,0.094452782,-0.011352568,-0.003298694,0.461822029,0.95403025,0.791619664,0.591447296,2.798919239
0.619826227,0.095188407,0.321954247,0.027169668,-0.014623441,0.005917407,-0.450675717,0.619826227,0.118985508,0.241465685,0.529601704
0.101461516,0.618858082,0.887192599,-0.035384257,-0.019575765,-0.004254151,0.06869453,0.101461516,0.773572602,0.66539445,1.609123098
0.119321151,0.239710264,0.538412377,0.068822188,0.004814938,-0.001876028,0.159983742,0.119321151,0.29963783,0.403809283,0.982752006
0.893113781,0.037425748,0.960230088,0.099767806,-0.011348589,-0.008833148,0.220128732,0.893113781,0.046782185,0.720172566,1.880197265
0.009916728,0.795771143,0.477427574,0.001118891,-0.008951871,0.000754433,-0.408185703,0.009916728,0.994713929,0.35807068,0.954515635
0.823616494,0.458974794,0.51035662,0.094088131,-0.000706589,0.001154276,0.183774169,0.823616494,0.573718492,0.382767465,1.963876621
0.785524642,0.1322181,0.333077506,-0.060936002,0.016719455,0.003958534,-0.043965616,0.785524642,0.165272625,0.249808129,1.15663978
0.795310084,0.802067833,0.253642081,-0.025847904,0.019019778,0.00617312,0.445453828,0.795310084,1.002584792,0.19023156,2.433580264
0.854512158,0.199309841,0.292597075,-0.094318327,0.010916138,0.008502848,0.403861764,0.854512158,0.249137301,0.219447806,1.72695903
0.759691446,0.457938151,0.828641526,0.025550861,-0.009002592,-0.00961595,0.397333448,0.759691446,0.572422689,0.621481145,2.350928727
0.08089371,0.854409145,0.130209882,-0.077092306,-0.003571955,0.003574174,-0.31201499,0.08089371,1.068011431,0.097657411,0.934547562
0.293765148,0.334596372,0.122187181,0.076918334,0.009708511,0.004168321,0.220080639,0.293765148,0.418245465,0.091640385,1.023731637
0.542002162,0.330257945,0.385955393,0.099033355,0.013657471,0.001384125,-0.460713168,0.542002162,0.412822432,0.289466545,0.78357797
0.774032787,0.487715523,0.402169799,-0.020560388,-0.016559275,-0.003198605,-0.168911063,0.774032787,0.609644403,0.301627349,1.516393476
0.887534226,0.798446004,0.40614641,0.004315237,-0.007118565,-0.000680054,0.406364325,0.887534226,0.998057505,0.304609808,2.596565863
0.057730461,0.616380134,0.439081039,-0.092318775,-0.019840584,0.002649889,0.495077313,0.057730461,0.770475167,0.329310779,1.652593721
0.517659308,0.287255421,0.357719551,-0.070298142,-0.012084473,-0.001253049,0.007237827,0.517659308,0.359069276,0.268289663,1.152256074
0.85948708,0.684190944,0.104284736,0.029039198,0.002280289,-0.004849251,-0.069783466,0.85948708,0.85523868,0.078213552,1.723155845
0.580223335,0.263505231,0.404594972,0.05199398,-0.00262503,0.004678547,0.412997745,0.580223335,0.329381539,0.303446229,1.626048848
0.150837011,0.898690834,0.125131765,-0.014276334,-0.002237326,0.009673386,0.341562639,0.150837011,1.123363542,0.093848823,1.709612015
0.419879702,0.772580301,0.300740647,-0.064216179,0.003333637,0.003045401,0.312184812,0.419879702,0.965725376,0.225555485,1.923345375
0.351561588,0.053670365,0.22125106,0.000703134,0.017304923,0.009142819,0.244724132,0.351561588,0.067087956,0.165938295,0.829311971
0.577778871,0.72910066,0.558485283,0.060027351,0.008463147,0.003172854,0.484250965,0.577778871,0.911375824,0.418863962,2.392269624
0.918848678,0.760805943,0.000425641,-0.076059767,0.002895085,-0.006191414,-0.033158542,0.918848678,0.951007429,0.00031923,1.837016796
0.680491426,0.316457635,0.945879565,0.053202924,-0.010642723,0.001880858,-0.279582691,0.680491426,0.395572044,0.709409674,1.505890453
0.471834496,0.947987147,0.443901132,0.058004648,0.002081846,-0.002267792,-0.168509811,0.471834496,1.184983934,0.332925849,1.821234468
0.386345568,0.647490906,0.641528566,0.069311626,0.011360127,0.000546269,0.497235349,0.386345568,0.809363632,0.481146424,2.174090973
0.394328826,0.883672778,0.983252916,0.049240856,-0.013274391,0.001902017,0.424326659,0.394328826,1.104590972,0.737439687,2.660686144
0.853251475,0.153401091,0.639876157,-0.095284914,-0.001905356,-0.008426988,0.440403107,0.853251475,0.191751364,0.479907118,1.965313064
0.497640382,0.160643075,0.272288919,-0.046780283,-0.018316346,-0.008259587,0.312111204,0.497640382,0.200803844,0.204216689,1.214772119
0.405453086,0.827342375,0.140115895,-0.034317549,0.017440683,-0.00653836,-0.247703488,0.405453086,1.034177968,0.105086921,1.297014487
0.882048328,0.669737103,0.004752948,0.058829429,-0.001843262,0.00960339,-0.327441823,0.882048328,0.837171379,0.003564711,1.395342595
0.707654929,0.522431099,0.354513323,-0.016085596,0.014056527,-0.00310532,0.13081132,0.707654929,0.653038874,0.265884992,1.757390114
0.131029626,0.67038979,0.470866639,-0.01180716,-0.018402719,-0.004066915,0.028283558,0.131029626,0.837987237,0.353149979,1.3504504
0.790630132,0.541103842,0.822381214,0.085131882,0.009390731,0.006186137,0.094662429,0.790630132,0.676379802,0.616785911,2.178458273
0.850360392,0.611595779,0.228494016,-0.092491199,0.004907902,-0.002211026,-0.212451111,0.850360392,0.764494724,0.171370512,1.573774517
0.140393336,0.617898863,0.096602919,-0.084451259,0.003674362,0.009131077,0.105480255,0.140393336,0.772373579,0.072452189,1.090699359
0.421085296,0.354810272,0.901837675,0.011939671,0.013187108,-0.001601774,0.345914493,0.421085296,0.44351284,0.676378256,1.886890886
0.00240226,0.589981032,0.041093995,-0.013019907,0.004722052,-0.005913622,-0.255326714,0.00240226,0.73747629,0.030820496,0.515372331
0.829980715,0.787885583,0.679391481,0.099317031,-0.017183942,-0.001893582,-0.383924156,0.829980715,0.984856979,0.50954361,1.940457148
0.479765244,0.563639506,0.967213151,0.05714092,-0.007224419,-0.009555705,0.160684004,0.479765244,0.704549383,0.725409863,2.070408494
0.438357184,0.589867969,0.888504558,0.064117186,0.016536212,-0.002853397,0.415766576,0.438357184,0.737334961,0.666378418,2.257837139
0.720528456,0.467584157,0.200605815,0.099399259,-0.019397966,-0.00427866,0.058236498,0.720528456,0.584480197,0.150454361,1.513699512
0.603517504,0.67675488,0.762480583,0.025207154,0.012574835,-0.007477323,-0.120866709,0.603517504,0.8459436,0.571860437,1.900454833
0.925717847,0.037523587,0.519680319,0.040651643,0.019294448,-0.00059151,-0.291049729,0.925717847,0.046904483,0.389760239,1.071332841
0.990101198,0.037154409,0.640492313,-0.094619753,-0.016916848,0.002448665,0.333044421,0.990101198,0.046443011,0.480369235,1.849957866
0.278167845,0.444930664,0.089045551,0.070310588,0.001390979,0.008386404,-0.389984808,0.278167845,0.55616333,0.066784163,0.511130531
0.257991571,0.405858154,0.063041011,0.044423891,-0.01076142,0.005562137,0.178238221,0.257991571,0.507322692,0.047280758,0.990833243
0.212687249,0.573916967,0.983291527,-0.058880416,0.006857778,0.004648519,-0.142874428,0.212687249,0.717396209,0.737468645,1.524677675
0.628006138,0.263733722,0.371501572,0.023428131,-0.003258856,-0.006867183,-0.349196656,0.628006138,0.329667152,0.278626179,0.887102813
0.088189809,0.403642081,0.856460175,0.000261899,0.018118356,0.00279857,-0.194647799,0.088189809,0.504552601,0.642345131,1.040439743
0.027154451,0.867567122,0.733525894,-0.014216256,0.01679777,0.006530165,0.31207788,0.027154451,1.084458902,0.550144421,1.973835655
0.78009395,0.059383102,0.436157053,-0.054160651,0.012001883,0.005531409,-0.427515729,0.78009395,0.074228877,0.32711779,0.753924887
0.56012474,0.053523882,0.79925732,-0.072622007,0.002848964,0.007719266,0.165986936,0.56012474,0.066904852,0.59944299,1.392459518
0.740523976,0.774979456,0.864181313,0.031239186,-0.011970066,-0.004911165,0.259700248,0.740523976,0.96872432,0.648135984,2.617084528
0.411193866,0.779952264,0.411247551,-0.023239599,-0.015958175,0.003959536,0.140663202,0.411193866,0.97494033,0.308435663,1.835233061
0.656002099,0.243314581,0.055389435,0.036339197,-0.012995059,-0.00846577,-0.1173662,0.656002099,0.304143227,0.041542077,0.884321203
0.177176298,0.481902284,0.21030851,-0.018290253,0.008258347,0.001845362,-0.226236032,0.177176298,0.602377855,0.157731382,0.711049504
0.355894098,0.109694721,0.474902168,-0.092884769,-0.017567224,0.00087824,0.335432969,0.355894098,0.137118402,0.356176626,1.184622094
0.442905866,0.964094715,0.469058043,0.092170096,-0.005884949,0.000721822,-0.115721324,0.442905866,1.205118393,0.351793532,1.884096468
0.671828087,0.371411636,0.724003294,-0.051732607,0.019631217,-0.005461064,0.195613841,0.671828087,0.464264545,0.54300247,1.874708943
0.814297314,0.619544346,0.021176088,0.093597631,-0.017209803,0.006494687,-0.49475214,0.814297314,0.774430433,0.015882066,1.109857673
0.705820122,0.802081916,0.154316515,0.037573651,0.00675935,0.006039174,-0.498578607,0.705820122,1.002602395,0.115737387,1.325581296
0.645425078,0.767970334,0.559249009,0.036090799,-0.018876911,-0.003896419,-0.166820774,0.645425078,0.959962917,0.419436757,1.858003978
0.765909749,0.45509256,0.138520891,-0.048436701,-0.002562525,0.002997609,-0.290885158,0.765909749,0.5688657,0.103890668,1.147780959
0.448762913,0.939185366,0.79782054,-0.094451244,-0.003061708,-0.009883193,-0.386095466,0.448762913,1.173981708,0.598365405,1.83501456
0.787557218,0.9914536,0.724067723,0.089238605,0.008492474,0.003232275,-0.005760082,0.787557218,1.239317,0.543050792,2.564164928
0.344348525,0.115554058,0.218385353,-0.053488014,0.007592069,-0.000660342,0.106418369,0.344348525,0.144442572,0.163789015,0.75899848
0.196835874,0.658267863,0.801159515,0.02720292,-0.004091262,0.006563703,0.2510395,0.196835874,0.822834828,0.600869636,1.871579839
0.579775328,0.930829692,0.694062541,0.02713859,0.001163377,0.006497092,0.294075007,0.579775328,1.163537115,0.520546906,2.557934356
0.654654633,0.122928152,0.808597784,0.023262061,0.009729554,-0.003776676,-0.383550974,0.654654633,0.153660191,0.606448338,1.031212189
0.094630365,0.74964382,0.361778644,0.051115264,0.001232831,-0.005244535,0.153598915,0.094630365,0.937054775,0.271333983,1.456618038
0.967735845,0.330300821,0.708122919,-0.011084689,-0.002205734,0.004069135,0.491303052,0.967735845,0.412876027,0.53109219,2.403007113
0.444751632,0.294555531,0.429518829,-0.017594336,-0.007563856,-0.002094882,0.486903166,0.444751632,0.368194414,0.322139122,1.621988334
0.843928854,0.77801742,0.787788027,0.09901579,-0.009934212,0.009574574,0.084443435,0.843928854,0.972521775,0.590841021,2.491735084
0.746522477,0.920899678,0.621773093,-0.078642111,-0.007290635,0.001883713,-0.14877503,0.746522477,1.151124597,0.46632982,2.215201864
0.677834864,0.874166878,0.171184567,0.053775137,-0.006670951,0.006020127,0.302697016,0.677834864,1.092708598,0.128388425,2.201628903
0.492000796,0.552081636,0.346873877,-0.034772982,0.014971194,-0.003493151,0.035709031,0.492000796,0.690102045,0.260155408,1.47796728
0.943415645,0.181206632,0.427330084,-0.066454713,0.008417213,0.00763737,-0.150709928,0.943415645,0.22650829,0.320497563,1.339711571
0.399418682,0.731838507,0.549810199,-0.005098546,0.010805854,-0.003056076,-0.211563032,0.399418682,0.914798134,0.412357649,1.515011434
0.490879994,0.359321719,0.949968147,-0.059871148,0.013184472,0.005982883,-0.054104458,0.490879994,0.449152149,0.71247611,1.598403795
0.825310886,0.329243856,0.592343697,-0.049462506,0.007998751,-0.004479918,-0.398823208,0.825310886,0.41155482,0.444257773,1.282300271
0.827247393,0.158439224,0.019335761,0.06704437,-0.010913877,0.006469286,0.21728823,0.827247393,0.19804903,0.01450182,1.257086473
0.288435094,0.905659029,0.323587056,0.078001401,0.000443093,0.008501219,0.196703252,0.288435094,1.132073786,0.242690292,1.859902424
0.381881595,0.808021249,0.910763738,-0.059655329,0.018645428,0.005953373,-0.075207751,0.381881595,1.010026561,0.683072804,1.999773209
0.992764574,0.373725676,0.945617084,0.076150035,-0.006777015,0.009191325,0.18143142,0.992764574,0.467157095,0.709212813,2.350565902
0.613382702,0.700236724,0.483899518,0.008522046,-0.006553149,0.008762759,0.199967263,0.613382702,0.875295906,0.362924638,2.051570509
0.503189158,0.822484222,0.141294733,0.036632036,-0.016283015,-0.000282939,0.306404945,0.503189158,1.028105278,0.10597105,1.94367043
0.50681565,0.957318676,0.332781334,0.081143065,0.017206359,-0.00346349,0.155864378,0.50681565,1.196648345,0.249586001,2.108914374
0.649233685,0.863204335,0.875359373,0.09353359,0.019122237,-0.001806967,-0.172309052,0.649233685,1.079005419,0.65651953,2.212449581
0.380715305,0.935765182,0.9104194,0.095315339,-0.006693835,-0.00991768,0.346150821,0.380715305,1.169706478,0.68281455,2.579387153
0.018176369,0.404078811,0.132957701,0.052383244,-0.01423712,-0.002321427,-0.298700782,0.018176369,0.505098514,0.099718276,0.324292377
0.000210974,0.20424213,0.0133654,0.009186371,-0.016549899,-0.009752917,0.154553478,0.000210974,0.255302662,0.01002405,0.420091164
0.007483462,0.391677194,0.709464789,0.012229078,-0.018981028,0.004567575,-0.086698738,0.007483462,0.489596492,0.532098592,0.942479807
0.039946539,0.804131489,0.969237417,0.022623403,0.001771363,-0.007365747,-0.287897098,0.039946539,1.005164362,0.726928063,1.484141866
0.142651406,0.839549965,0.893374787,-0.08103192,-0.001107136,-0.008538599,-0.309571165,0.142651406,1.049437457,0.67003109,1.552548788
0.618215538,0.389345257,0.183480465,-0.021844575,-0.008773256,0.001487248,0.230575061,0.618215538,0.486681572,0.137610349,1.473082519
0.527496116,0.90941673,0.374702527,0.005851417,-0.01914027,-0.008631468,0.115891566,0.527496116,1.136770912,0.281026895,2.061185489
0.790353507,0.294668602,0.017568792,-0.016001309,-0.009843624,-0.006992924,-0.36713792,0.790353507,0.368335753,0.013176594,0.804727934
0.387105008,0.682781098,0.502087748,-0.084174833,0.002292577,-0.00557556,-0.139841946,0.387105008,0.853476373,0.376565811,1.477305245
0.813470091,0.559312615,0.756364137,-0.07553935,-0.001074084,0.009021821,-0.353139994,0.813470091,0.699140769,0.567273103,1.726743969
0.300290386,0.459294826,0.262466989,0.011033793,-0.007564303,-0.006440918,-0.251988683,0.300290386,0.574118533,0.196850242,0.819270478
0.453175905,0.381001947,0.177980233,-0.019550335,0.004519494,0.005082228,0.061567151,0.453175905,0.476252434,0.133485175,1.124480665
0.759867875,0.190643371,0.031613026,-0.058259834,0.001473701,-0.000708065,0.226621721,0.759867875,0.238304213,0.023709769,1.248503578
0.446087057,0.482289252,0.238035403,0.028448438,-0.010049707,-0.004998335,0.075383365,0.446087057,0.602861565,0.178526552,1.30285854
0.740497089,0.998981672,0.693633162,-0.008346776,-0.014496201,-0.007007926,-0.328822745,0.740497089,1.24872709,0.520224871,2.180626305
0.909226933,0.541669437,0.135061486,-0.006475262,0.013383431,0.00056081,0.212655651,0.909226933,0.677086797,0.101296114,1.900265496
0.971192825,0.344915429,0.488621517,-0.01457187,-0.01260239,-0.000256716,0.146993548,0.971192825,0.431144286,0.366466138,1.915796797
0.366787193,0.871566316,0.285132379,0.064676274,-0.014896535,0.004173729,0.143230134,0.366787193,1.089457895,0.213849284,1.813324506
0.975753934,0.306449831,0.6338694,0.036732747,0.016035821,-0.007027434,-0.306935758,0.975753934,0.383062289,0.47540205,1.527282516
0.193378947,0.929732292,0.561505582,-0.003727728,-0.011849006,-0.004337633,0.322266113,0.193378947,1.162165365,0.421129186,2.098939611
0.816326321,0.428382417,0.664942606,0.076449333,-0.018861649,-0.007118102,0.33571759,0.816326321,0.535478021,0.498706954,2.186228887
0.911595138,0.149427741,0.206296803,0.094661178,-0.007777708,-0.001128551,0.152911526,0.911595138,0.186784676,0.154722602,1.406013943
0.08650489,0.310634348,0.236015186,0.011585178,0.019248994,0.003499443,0.267773929,0.08650489,0.388292935,0.177011389,0.919583144
0.836418766,0.630949787,0.065822778,0.096899205,-0.019113369,-0.006197873,0.444117333,0.836418766,0.788687234,0.049367084,2.118590417
0.50355006,0.64341854,0.079856653,0.00780623,-0.008648395,0.006499811,-0.261474601,0.50355006,0.804273175,0.05989249,1.106241123
0.747860884,0.204329056,0.86979704,-0.047678288,0.009401378,0.006098559,-0.180276576,0.747860884,0.25541132,0.65234778,1.475343409
0.525251256,0.818577364,0.246619212,0.070436555,-0.001335194,-0.00909679,-0.375181257,0.525251256,1.023221705,0.184964409,1.358256113
0.042531682,0.353603316,0.570851812,-0.091383117,0.015028777,0.00153544,-0.459568619,0.042531682,0.442004145,0.428138859,0.453106067
0.549389885,0.939024251,0.168478912,0.005819396,0.008604273,-0.001162947,-0.459562663,0.549389885,1.173780313,0.126359184,1.389966719
0.872657594,0.987579819,0.389325226,-0.040623751,-0.011847354,0.003117081,0.028683796,0.872657594,1.234474773,0.29199392,2.427810082
0.127328513,0.197491255,0.807988417,-0.057333867,0.001626804,0.004708332,-0.406231464,0.127328513,0.246864068,0.605991313,0.573952429
0.511052879,0.984878567,0.819666209,-0.075532117,-0.014289616,0.009587603,0.283559165,0.511052879,1.231098209,0.614749657,2.64045991
0.202814327,0.095791314,0.365225533,0.088882745,0.015195479,0.001539441,-0.250546454,0.202814327,0.119739142,0.27391915,0.345926164
0.897819358,0.910793408,0.866074559,-0.060091613,0.016732532,0.005596193,-0.438534819,0.897819358,1.13849176,0.649555919,2.247332218
0.079476711,0.977047647,0.984550605,-0.049295659,0.01574581,-0.006747978,0.391952494,0.079476711,1.221309559,0.738412954,2.431151718
0.213838374,0.789613245,0.18510185,0.053462488,-0.013191066,0.000550943,-0.086970311,0.213838374,0.987016557,0.138826388,1.252711007
0.118429214,0.932202002,0.546190099,0.072086775,-0.004667428,0.000115843,-0.197809531,0.118429214,1.165252502,0.409642574,1.495514759
0.586547422,0.045192847,0.374127648,-0.080211198,0.000125705,0.009132624,-0.394880608,0.586547422,0.056491059,0.280595736,0.528753609
0.762569189,0.059778948,0.147024649,0.09700554,0.011940986,-0.005737234,0.447385649,0.762569189,0.074723684,0.110268487,1.394947009
0.857807565,0.70120995,0.422137288,0.083310498,0.017255995,-0.007287491,0.204990523,0.857807565,0.876512437,0.316602966,2.255913492
0.853426001,0.220145272,0.710481143,0.086031636,0.015385333,0.003565377,0.318212263,0.853426001,0.27518159,0.532860857,1.979680712
0.387272941,0.359532156,0.136921614,-0.087631984,-0.01983176,-0.009180664,-0.278198572,0.387272941,0.449415195,0.10269121,0.661180774
0.76405487,0.095713096,0.971913176,-0.086306149,-0.01008715,0.006415347,0.111386618,0.76405487,0.119641369,0.728934882,1.72401774
0.366959596,0.137648723,0.869938717,0.073390472,-0.010609193,0.003564535,-0.496797281,0.366959596,0.172060903,0.652454038,0.694677256
0.797443188,0.873629686,0.70213271,-0.036096823,0.006562327,-0.000454258,-0.258306924,0.797443188,1.092037107,0.526599533,2.157772904
0.912596137,0.439604414,0.447354051,0.026670034,0.000784951,-0.007003321,0.042501342,0.912596137,0.549505518,0.335515538,1.840118534
0.076440964,0.158963597,0.819947454,0.077707896,-0.016593224,0.001122309,0.23956814,0.076440964,0.198704497,0.61496059,1.129674191
0.275865356,0.962702933,0.252647484,-0.058699008,0.003666504,-0.007088598,0.220859277,0.275865356,1.203378666,0.189485613,1.889588912
0.853132111,0.691987168,0.73517726,-0.072328243,-0.00396908,-0.008767545,-0.057713498,0.853132111,0.86498396,0.551382945,2.211785519
0.940745323,0.723084014,0.988977997,0.041441917,0.005516243,0.006688774,-0.493377448,0.940745323,0.903855018,0.741733498,2.092956391
0.361257878,0.654279306,0.244266146,-0.08727763,-0.017381388,-0.008320141,-0.409877519,0.361257878,0.817849133,0.18319961,0.952429101
0.310105637,0.825357626,0.239961745,0.021529661,-0.017691633,0.001837313,-0.092802151,0.310105637,1.031697032,0.179971308,1.428971827
0.602663104,0.938231221,0.398352333,0.054064115,-0.0014906,-0.001809829,0.313968691,0.602663104,1.172789027,0.29876425,2.388185072
0.918781788,0.38569203,0.408909631,0.064000778,-0.012637622,0.008818162,-0.320181749,0.918781788,0.482115038,0.306682223,1.3873973
0.064620224,0.169826457,0.125647598,0.047900618,-0.00465905,0.003199127,0.373483963,0.064620224,0.212283071,0.094235699,0.744622957
0.113806912,0.038535675,0.54598353,0.073275494,-0.015533636,0.007501016,0.36031749,0.113806912,0.048169594,0.409487647,0.931781644
0.153497958,0.411157042,0.333452396,0.007182548,-0.011015173,-0.003178645,-0.173017309,0.153497958,0.513946303,0.250089297,0.74451625
0.010263626,0.395409019,0.512168528,0.033159593,-0.011971303,0.000572023,0.448893357,0.010263626,0.494261274,0.384126396,1.337544652
0.231237009,0.266180252,0.519280494,0.047491134,-0.004517346,-0.002158121,0.168483544,0.231237009,0.332725315,0.38946037,1.121906238
0.252261017,0.429046891,0.324261127,0.029187219,-0.006645974,0.003145993,0.309767815,0.252261017,0.536308614,0.243195845,1.341533292
0.293626019,0.369142593,0.137152234,0.04456733,0.007970878,-0.002389638,0.053073545,0.293626019,0.461428241,0.102864176,0.910991981
0.996313508,0.864219837,0.012664978,0.006614861,0.000980027,-0.003927855,-0.314303687,0.996313508,1.080274796,0.009498733,1.77178335
0.650313929,0.606266291,0.226890349,0.030665226,-0.002425209,-0.001957771,0.33910551,0.650313929,0.757832864,0.170167761,1.917420065
0.320025506,0.581867107,0.611756975,0.065534513,0.008219275,0.00948428,0.142757333,0.320025506,0.727333884,0.458817731,1.648934454
0.532006675,0.724644314,0.195920563,-0.071656582,-0.01352297,0.000931273,0.31152727,0.532006675,0.905805393,0.146940422,1.896279759
0.392380631,0.622541571,0.117792527,-0.006649641,0.004334256,0.004135459,0.108229187,0.392380631,0.778176964,0.088344395,1.367131178
0.398881675,0.375359361,0.071286548,0.002282105,0.019427089,0.008015867,-0.107732105,0.398881675,0.469199201,0.053464911,0.813813682
0.638075581,0.903839214,0.98008101,-0.072325646,0.006713121,0.008209178,-0.483480547,0.638075581,1.129799017,0.735060757,2.019454808
0.698201539,0.373144818,0.789053284,-0.065004001,0.013450367,-0.000438395,-0.061850661,0.698201539,0.466431023,0.591789963,1.694571863
0.342757439,0.909967152,0.931681532,0.050962342,-0.003277778,0.005492243,-0.013895943,0.342757439,1.13745894,0.698761149,2.165081585
0.954114911,0.36094853,0.10884358,0.021734549,0.016765426,0.00039286,-0.234851105,0.954114911,0.451185662,0.081632685,1.252082153
0.392350639,0.165392775,0.270447802,-0.080787403,0.014992973,-0.004936304,-0.385955418,0.392350639,0.206740969,0.202835851,0.415972041
0.785150913,0.509047631,0.873232489,0.002551521,0.010012758,0.003780779,0.309478393,0.785150913,0.636309538,0.654924366,2.385863211
0.415387487,0.996989826,0.117220084,0.058453359,-0.006682893,-0.002034429,-0.271251187,0.415387487,1.246237283,0.087915063,1.478288647
0.006269485,0.408986823,0.836169098,-0.081542243,-0.000589114,0.005179457,0.005440908,0.006269485,0.511233529,0.627126824,1.150070746
0.011497467,0.936215104,0.352010379,0.050573396,-0.018121398,-0.005494666,-0.03795001,0.011497467,1.17026888,0.264007785,1.407824122
0.96255857,0.198370312,0.243543203,-0.059757035,-0.008345936,-0.00984526,0.035505293,0.96255857,0.24796289,0.182657403,1.428684156
